3,7,125,445.5,01/01/2018 2:51,,0
8,9,325,190.61,01/01/2018 7:36,,0
16,2,77,326.99,01/01/2018 15:12,,0
17,2,15,224.03,01/01/2018 16:09,,0
26,6,87,59.03,02/01/2018 0:46,,0
42,3,89,118.94,02/01/2018 13:02,,0
43,4,356,221.08,02/01/2018 13:48,,0
47,12,244,99.19,02/01/2018 16:52,,0
60,7,298,399.49,03/01/2018 4:00,,0
63,6,379,210.6,03/01/2018 7:00,,0
66,13,282,248.15,03/01/2018 10:00,,0
69,5,110,181.2,03/01/2018 13:00,,0
74,14,173,419.76,03/01/2018 18:00,,0
103,10,329,233.09,04/01/2018 15:43,,0
108,9,246,27.67,04/01/2018 19:08,,0
113,3,359,268.76,04/01/2018 22:33,,0
4,9,11,185.36,01/01/2018 3:48,03/01/2018 1:59,1
5,7,354,415.3,01/01/2018 4:45,03/01/2018 5:13,1
6,14,217,188.44,01/01/2018 5:42,02/01/2018 18:03,1
7,7,288,65.99,01/01/2018 6:39,02/01/2018 16:41,1
9,5,87,419.77,01/01/2018 8:33,03/01/2018 4:11,1
10,1,86,59.33,01/01/2018 9:30,03/01/2018 1:02,1
12,14,388,316.82,01/01/2018 11:24,03/01/2018 22:57,1
13,10,110,377.13,01/01/2018 12:21,03/01/2018 15:16,1
14,13,122,47.35,01/01/2018 13:18,03/01/2018 13:01,1
15,13,206,284.97,01/01/2018 14:15,02/01/2018 18:48,1
18,13,16,109.34,01/01/2018 17:06,04/01/2018 9:14,1
20,5,353,367.13,01/01/2018 19:00,03/01/2018 11:46,1
21,10,328,287.22,01/01/2018 19:57,03/01/2018 0:33,1
22,8,327,288.71,01/01/2018 20:54,03/01/2018 20:05,1
23,12,364,172.46,01/01/2018 21:51,04/01/2018 7:38,1
24,3,24,341.18,01/01/2018 22:48,03/01/2018 3:35,1
27,10,256,382.82,02/01/2018 1:32,04/01/2018 5:08,1
28,12,38,25.84,02/01/2018 2:18,03/01/2018 11:46,1
29,10,390,63.66,02/01/2018 3:04,03/01/2018 17:51,1
30,10,303,405.76,02/01/2018 3:50,04/01/2018 11:27,1
31,14,379,78.41,02/01/2018 4:36,04/01/2018 0:10,1
32,11,114,355.73,02/01/2018 5:22,03/01/2018 5:52,1
34,1,131,260.14,02/01/2018 6:54,03/01/2018 21:55,1
35,4,303,240.58,02/01/2018 7:40,04/01/2018 11:54,1
36,11,328,283.46,02/01/2018 8:26,04/01/2018 11:33,1
37,14,262,239.85,02/01/2018 9:12,04/01/2018 23:38,1
38,8,398,217.72,02/01/2018 9:58,04/01/2018 14:03,1
40,8,280,355.55,02/01/2018 11:30,03/01/2018 20:37,1
41,14,327,105.65,02/01/2018 12:16,04/01/2018 21:02,1
44,4,202,179.03,02/01/2018 14:34,04/01/2018 16:17,1
45,6,140,160.18,02/01/2018 15:20,04/01/2018 23:26,1
46,6,323,332.95,02/01/2018 16:06,05/01/2018 6:08,1
49,12,81,97.68,02/01/2018 18:24,05/01/2018 7:12,1
50,9,252,207.57,02/01/2018 19:10,05/01/2018 6:38,1
51,6,164,247.65,02/01/2018 19:56,05/01/2018 9:01,1
52,13,201,110.24,02/01/2018 20:42,04/01/2018 15:22,1
53,2,290,299.37,02/01/2018 21:28,05/01/2018 12:17,1
54,11,245,251.08,02/01/2018 22:14,04/01/2018 18:08,1
56,11,310,70.54,02/01/2018 23:46,04/01/2018 20:24,1
57,12,373,192.47,03/01/2018 1:00,05/01/2018 6:48,1
58,12,227,360.93,03/01/2018 2:00,04/01/2018 2:27,1
59,7,365,203.16,03/01/2018 3:00,04/01/2018 13:55,1
61,7,310,112.22,03/01/2018 5:00,05/01/2018 14:53,1
64,4,65,103.72,03/01/2018 8:00,05/01/2018 9:27,1
65,3,164,227.1,03/01/2018 9:00,05/01/2018 13:36,1
67,10,344,47.57,03/01/2018 11:00,04/01/2018 18:08,1
68,6,321,256.95,03/01/2018 12:00,05/01/2018 14:58,1
70,10,1,117.2,03/01/2018 14:00,06/01/2018 4:02,1
72,7,349,165.08,03/01/2018 16:00,05/01/2018 3:20,1
73,2,270,321.17,03/01/2018 17:00,05/01/2018 22:19,1
75,10,100,161.8,03/01/2018 19:00,05/01/2018 6:38,1
76,1,81,441.98,03/01/2018 20:00,04/01/2018 22:52,1
77,8,301,383.26,03/01/2018 21:00,05/01/2018 3:27,1
78,13,35,26.73,03/01/2018 22:00,06/01/2018 5:12,1
80,9,319,76.21,04/01/2018 0:00,06/01/2018 7:10,1
81,8,51,281.91,04/01/2018 0:41,05/01/2018 16:53,1
82,9,208,343.26,04/01/2018 1:22,06/01/2018 4:42,1
83,11,169,197.09,04/01/2018 2:03,05/01/2018 11:24,1
84,3,350,343.75,04/01/2018 2:44,06/01/2018 1:40,1
86,7,263,418.37,04/01/2018 4:06,06/01/2018 2:52,1
87,13,383,365.8,04/01/2018 4:47,05/01/2018 7:21,1
88,7,98,164.1,04/01/2018 5:28,06/01/2018 16:32,1
89,14,358,248.4,04/01/2018 6:09,06/01/2018 19:30,1
90,11,208,354.77,04/01/2018 6:50,06/01/2018 4:32,1
92,7,389,95.87,04/01/2018 8:12,05/01/2018 16:36,1
93,7,116,404.14,04/01/2018 8:53,05/01/2018 12:20,1
94,11,236,83.37,04/01/2018 9:34,06/01/2018 7:13,1
95,6,161,176.36,04/01/2018 10:15,06/01/2018 15:26,1
96,11,13,101.35,04/01/2018 10:56,06/01/2018 10:13,1
97,2,2,153.09,04/01/2018 11:37,06/01/2018 20:44,1
99,2,293,426.79,04/01/2018 12:59,07/01/2018 3:30,1
100,4,77,273.13,04/01/2018 13:40,07/01/2018 1:17,1
101,10,241,86.43,04/01/2018 14:21,06/01/2018 16:34,1
102,6,380,428.25,04/01/2018 15:02,06/01/2018 22:58,1
104,11,292,183.85,04/01/2018 16:24,05/01/2018 18:24,1
106,7,78,212,04/01/2018 17:46,06/01/2018 7:56,1
107,7,284,222.16,04/01/2018 18:27,06/01/2018 18:52,1
109,3,267,447.9,04/01/2018 19:49,06/01/2018 23:09,1
110,6,378,284.67,04/01/2018 20:30,06/01/2018 6:01,1
111,13,364,72.55,04/01/2018 21:11,07/01/2018 3:55,1
114,12,185,328.58,04/01/2018 23:14,07/01/2018 5:13,1
115,3,261,354.54,04/01/2018 23:55,06/01/2018 4:51,1
116,10,12,326.47,05/01/2018 0:36,07/01/2018 12:32,1
117,4,66,204.79,05/01/2018 1:12,06/01/2018 23:41,1
118,12,391,377.95,05/01/2018 1:48,07/01/2018 7:31,1
119,5,294,98.36,05/01/2018 2:24,06/01/2018 4:40,1
129,14,12,183.4,05/01/2018 8:24,,0
130,9,86,299.78,05/01/2018 9:00,,0
135,3,356,70.2,05/01/2018 12:00,,0
138,10,139,140.88,05/01/2018 13:48,,0
140,13,349,253.3,05/01/2018 15:00,,0
145,6,82,444.36,05/01/2018 18:00,,0
146,4,96,385.9,05/01/2018 18:36,,0
150,13,326,332.81,05/01/2018 21:00,,0
152,11,218,138.88,05/01/2018 22:12,,0
157,3,107,285.78,06/01/2018 1:48,,0
159,9,358,81.65,06/01/2018 3:00,,0
167,12,373,321.95,06/01/2018 7:48,,0
191,10,88,167.96,06/01/2018 22:12,,0
199,9,282,443,07/01/2018 4:35,,0
213,1,324,283.61,07/01/2018 17:25,,0
216,5,37,407.86,07/01/2018 20:10,,0
219,11,13,91.53,07/01/2018 22:55,,0
223,14,231,219.41,08/01/2018 3:00,,0
225,8,29,362.98,08/01/2018 5:00,,0
228,4,92,183.48,08/01/2018 8:00,,0
235,2,144,316.34,08/01/2018 15:00,,0
240,2,330,256.55,08/01/2018 20:00,,0
123,4,11,188.16,05/01/2018 4:48,07/01/2018 6:12,1
124,5,226,377.88,05/01/2018 5:24,07/01/2018 20:22,1
125,14,218,155.34,05/01/2018 6:00,06/01/2018 20:40,1
126,12,154,251.4,05/01/2018 6:36,06/01/2018 19:50,1
127,2,258,93.06,05/01/2018 7:12,07/01/2018 9:29,1
128,3,190,26.09,05/01/2018 7:48,07/01/2018 16:59,1
132,2,92,377.65,05/01/2018 10:12,07/01/2018 20:29,1
133,8,238,274.2,05/01/2018 10:48,06/01/2018 19:09,1
134,9,194,192.38,05/01/2018 11:24,07/01/2018 10:40,1
136,7,199,185.7,05/01/2018 12:36,07/01/2018 16:53,1
137,11,140,139.24,05/01/2018 13:12,06/01/2018 18:21,1
141,8,381,185.21,05/01/2018 15:36,07/01/2018 20:53,1
142,3,83,77.82,05/01/2018 16:12,07/01/2018 5:11,1
143,10,176,242.03,05/01/2018 16:48,07/01/2018 12:16,1
144,12,367,69.4,05/01/2018 17:24,08/01/2018 3:39,1
147,6,338,219.98,05/01/2018 19:12,07/01/2018 18:17,1
149,11,58,394.65,05/01/2018 20:24,07/01/2018 16:36,1
151,1,173,204.55,05/01/2018 21:36,08/01/2018 9:22,1
153,7,233,27.36,05/01/2018 22:48,08/01/2018 14:26,1
154,6,77,146.77,05/01/2018 23:24,08/01/2018 6:01,1
155,6,320,161.5,06/01/2018 0:36,08/01/2018 8:02,1
156,12,28,114.85,06/01/2018 1:12,08/01/2018 0:58,1
160,5,200,62.99,06/01/2018 3:36,08/01/2018 13:56,1
161,12,274,272.12,06/01/2018 4:12,07/01/2018 13:37,1
162,6,236,209.73,06/01/2018 4:48,07/01/2018 18:21,1
163,6,397,409.36,06/01/2018 5:24,08/01/2018 23:50,1
164,14,279,26.86,06/01/2018 6:00,08/01/2018 20:18,1
166,10,345,293.55,06/01/2018 7:12,08/01/2018 3:17,1
168,2,251,208.94,06/01/2018 8:24,08/01/2018 9:58,1
169,11,182,351.14,06/01/2018 9:00,07/01/2018 22:33,1
170,12,348,251.86,06/01/2018 9:36,07/01/2018 22:49,1
171,8,69,142.02,06/01/2018 10:12,07/01/2018 23:45,1
173,14,185,257.89,06/01/2018 11:24,08/01/2018 22:33,1
174,4,91,62.28,06/01/2018 12:00,07/01/2018 22:37,1
175,14,400,418.47,06/01/2018 12:36,07/01/2018 17:22,1
176,2,15,419.63,06/01/2018 13:12,09/01/2018 1:16,1
177,11,161,213.77,06/01/2018 13:48,09/01/2018 1:31,1
178,8,380,207,06/01/2018 14:24,08/01/2018 17:45,1
180,12,368,124.66,06/01/2018 15:36,08/01/2018 2:10,1
181,2,103,435.27,06/01/2018 16:12,08/01/2018 14:28,1
182,5,146,323.64,06/01/2018 16:48,07/01/2018 22:55,1
183,13,156,113.86,06/01/2018 17:24,08/01/2018 3:57,1
184,13,138,144.35,06/01/2018 18:00,08/01/2018 15:45,1
186,3,139,48.11,06/01/2018 19:12,09/01/2018 8:15,1
187,4,81,178.58,06/01/2018 19:48,08/01/2018 3:54,1
188,14,286,446.76,06/01/2018 20:24,09/01/2018 7:43,1
189,9,138,301.13,06/01/2018 21:00,09/01/2018 10:03,1
190,3,262,281,06/01/2018 21:36,07/01/2018 22:06,1
193,12,177,366.07,06/01/2018 23:24,09/01/2018 6:18,1
194,7,266,280.45,07/01/2018 0:00,08/01/2018 12:31,1
195,10,195,109.06,07/01/2018 0:55,08/01/2018 8:36,1
196,7,25,219.23,07/01/2018 1:50,08/01/2018 2:53,1
197,6,260,136.21,07/01/2018 2:45,09/01/2018 4:15,1
198,13,196,287.35,07/01/2018 3:40,09/01/2018 15:11,1
201,12,162,403.13,07/01/2018 6:25,09/01/2018 20:31,1
202,6,223,271.24,07/01/2018 7:20,10/01/2018 0:40,1
203,4,42,314.3,07/01/2018 8:15,08/01/2018 18:01,1
204,11,398,354.92,07/01/2018 9:10,09/01/2018 14:09,1
205,11,71,227.59,07/01/2018 10:05,09/01/2018 4:28,1
207,6,278,166.79,07/01/2018 11:55,09/01/2018 6:57,1
208,9,97,86.03,07/01/2018 12:50,09/01/2018 20:25,1
209,6,142,202.46,07/01/2018 13:45,09/01/2018 22:42,1
210,12,39,317.6,07/01/2018 14:40,10/01/2018 3:33,1
211,3,327,422.85,07/01/2018 15:35,09/01/2018 15:09,1
214,6,41,223.94,07/01/2018 18:20,09/01/2018 20:04,1
215,2,48,207.83,07/01/2018 19:15,08/01/2018 20:32,1
217,6,300,170.68,07/01/2018 21:05,09/01/2018 13:27,1
218,13,187,77.01,07/01/2018 22:00,09/01/2018 22:49,1
220,14,218,36.22,07/01/2018 23:50,10/01/2018 1:07,1
221,9,348,275.33,08/01/2018 1:00,09/01/2018 11:51,1
224,3,6,73.68,08/01/2018 4:00,09/01/2018 17:13,1
226,9,289,103.63,08/01/2018 6:00,10/01/2018 8:39,1
227,10,17,146.72,08/01/2018 7:00,09/01/2018 23:40,1
229,13,218,447.99,08/01/2018 9:00,09/01/2018 15:45,1
230,8,348,264.6,08/01/2018 10:00,09/01/2018 14:11,1
232,4,139,230.26,08/01/2018 12:00,10/01/2018 16:06,1
233,8,168,218.68,08/01/2018 13:00,10/01/2018 22:26,1
234,1,253,419.62,08/01/2018 14:00,10/01/2018 11:38,1
236,2,248,363.88,08/01/2018 16:00,09/01/2018 17:58,1
237,10,254,71.74,08/01/2018 17:00,10/01/2018 23:57,1
239,9,266,384.08,08/01/2018 19:00,09/01/2018 22:28,1
241,3,62,275.58,08/01/2018 21:00,,0
246,7,98,297.86,09/01/2018 1:16,,0
251,8,252,137.81,09/01/2018 4:26,,0
253,13,100,168.56,09/01/2018 5:42,,0
261,4,123,128.22,09/01/2018 10:46,,0
263,13,153,180.55,09/01/2018 12:02,,0
266,10,335,370.06,09/01/2018 13:56,,0
273,10,319,67.87,09/01/2018 18:22,,0
275,12,327,312.94,09/01/2018 19:38,,0
283,6,351,282.67,10/01/2018 1:36,,0
287,14,154,279.96,10/01/2018 4:48,,0
